Year,Movie,Revenue,Budget,Summary,Director,Writers,Stars,Production
1965,That Darn Cat!,NA,NA,"A woman is kidnapped. While in captivity, she manages to send a message out with a wandering cat. The cat's owner calls the FBI. The FBI tries to follow the cat. Jealous boyfriends and nosy...
                    See full summary »",Robert Stevenson,"['Gordon Gordon', 'Mildred Gordon']","['Hayley Mills', 'Dean Jones', 'Dorothy Provine']",['Walt Disney Productions']
1954,"20,000 Leagues Under the Sea",NA,"$5,000,000","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",Richard Fleischer,['Earl Felton'],"['Kirk Douglas', 'James Mason', 'Paul Lukas']",['Walt Disney Productions']
1993,Cool Runnings,"£9,209,124","$15,000,000","When a Jamaican sprinter is disqualified to the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.",Jon Turteltaub,"['Lynn Siefert', 'Michael Ritchie']","['John Candy', 'Leon', 'Doug E. Doug']",['Walt Disney Pictures']
1994,Angels in the Outfield,"$50,236,831","$24,000,000","When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.",William Dear,"['Dorothy Kingsley', 'George Wells']","['Danny Glover', 'Brenda Fricker', 'Tony Danza']","['Caravan Pictures', 'Walt Disney Pictures']"
1950,Cinderella,"$34,100,000","$2,900,000","When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother.",Clyde Geronimi,"['Charles Perrault', 'Bill Peet']","['Ilene Woods', 'James MacDonald', 'Eleanor Audley']",['Walt Disney Productions']
1968,Winnie the Pooh and the Blustery Day,NA,NA,"Winnie the Pooh and his friends experience high winds, heavy rains, and a flood in Hundred Acre Wood.",Wolfgang Reitherman,"['Larry Clemmons', 'Ralph Wright']","['Sebastian Cabot', 'Sterling Holloway', 'John Fiedler']",['Walt Disney Productions']
1945,"The Three Caballeros,",NA,NA,"Donald receives his birthday gifts, which include traditional gifts and information about Brazil (hosted by Zé Carioca) and Mexico (by Panchito, a Mexican Charro Rooster).",Norman Ferguson,"['Homer Brightman', 'Ernest Terrazas']","['Aurora Miranda', 'Carmen Molina', 'Dora Luz']","['Walt Disney Pictures', 'Walt Disney Productions']"
1963,"The Sword in the Stone,",NA,NA,The wizard Merlin teaches a young boy who is destined to be King Arthur.,Wolfgang Reitherman,"['Bill Peet', 'T.H. White']","['Rickie Sorensen', 'Sebastian Cabot', 'Karl Swenson']",['Walt Disney Productions']
1949,So Dear to My Heart,NA,NA,This heartwarming classic tells the tale of a country boy who adopts a mischevious black lamb and learns valuable lessons about love and dedication.,Harold D. Schuster,"['John Tucker Battle', 'Maurice Rapf']","['Burl Ives', 'Beulah Bondi', 'Bobby Driscoll']",['Walt Disney Productions']
1991,Robin Hood: Prince of Thieves,"$165,500,000","$48,000,000","When Robin and his Moorish companion come to England and the tyranny of the Sheriff of Nottingham, he decides to fight back as an outlaw.",Kevin Reynolds,"['Pen Densham', 'Pen Densham']","['Kevin Costner', 'Morgan Freeman', 'Mary Elizabeth Mastrantonio']","['Warner Bros.', 'Morgan Creek Productions']"
1964,Mary Poppins,"$102,300,000","$6,000,000",A magic nanny comes to work for a cold banker's unhappy family.,Robert Stevenson,"['Bill Walsh', 'Don DaGradi']","['Julie Andrews', 'Dick Van Dyke', 'David Tomlinson']",['Walt Disney Productions']
1941,Dumbo,NA,"$950,000","Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.",Samuel Armstrong,"['Joe Grant', 'Dick Huemer']","['Sterling Holloway', 'Edward Brophy', 'James Baskett']",['Walt Disney Productions']
1977,Pete's Dragon,NA,"$10,000,000",An orphan boy and his magical dragon come to town with his abusive adoptive parents in pursuit.,Don Chaffey,"['Malcolm Marmorstein', 'Seton I. Miller']","['Sean Marshall', 'Helen Reddy', 'Jim Dale']",['Walt Disney Productions']
1971,Bedknobs and Broomsticks,"SEK 838,193","$20,000,000","An apprentice witch, three kids and a cynical conman search for the missing component to a magic spell useful to the defense of Britain.",Robert Stevenson,"['Ralph Wright', 'Ted Berman']","['Angela Lansbury', 'David Tomlinson', 'Roddy McDowall']",['Walt Disney Productions']
1951,Alice in Wonderland,NA,"$3,000,000",Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.,Clyde Geronimi,"['Lewis Carroll', 'Winston Hibler']","['Kathryn Beaumont', 'Ed Wynn', 'Richard Haydn']",['Walt Disney Productions']
1981,"The Fox and the Hound,","$29,800,000","$12,000,000",Two childhood friends find themselves forced to become enemies.,Ted Berman,"['Daniel P. Mannix', 'Larry Clemmons']","['Mickey Rooney', 'Kurt Russell', 'Pearl Bailey']",['Walt Disney Productions']
1996,Freeway,NA,"$3,000,000","A twisted take on 'Little Red Riding Hood' with a teenage juvenile delinquent on the run from a social worker traveling to her grandmother's house and being hounded by a charming, but sadistic, serial killer/pedophile.",Matthew Bright,['Matthew Bright'],"['Reese Witherspoon', 'Kiefer Sutherland', 'Bokeem Woodbine']","['Kushner-Locke Company, The', 'Multicom Entertainment', 'August Entertainment']"
1965,"The Sound of Music,",NA,NA,NA,NA,NA,NA,NA
1988,Die Hard,"$81,350,242","$28,000,000","John McClane, officer of the NYPD, tries to save his wife Holly Gennaro and several others that were taken hostage by German terrorist Hans Gruber during a Christmas party at the Nakatomi Plaza in Los Angeles.",John McTiernan,"['Roderick Thorp', 'Jeb Stuart']","['Bruce Willis', 'Alan Rickman', 'Bonnie Bedelia']","['Twentieth Century Fox Film Corporation', 'Gordon Company', 'Silver Pictures']"
1992,"The Lawnmower Man,","$32,101,000","$10,000,000",A simple man is turned into a genius through the application of computer science.,Brett Leonard,"['Stephen King', 'Brett Leonard']","['Jeff Fahey', 'Pierce Brosnan', 'Jenny Wright']","['Allied Vision', 'Fuji Eight Company Ltd.', 'Lane Pringle Productions']"
1996,Unhook the Stars,"$234,843",NA,"Character study about Mildred, an elderly woman who has spent her life caring for others. When her daughter finally leaves home, she finds that, for the first time in her life, she has ...
                    See full summary »",Nick Cassavetes,"['Helen Caldwell', 'Nick Cassavetes']","['Gena Rowlands', 'Marisa Tomei', 'Gérard Depardieu']","['Hachette Première', 'Miramax', 'Sheen/Michaels Entertainment']"
1995,Synthetic Pleasures,NA,NA,"Conceived as an electronic road movie, this documentary investigates cutting edge technologies and their influence on our culture as we approach the 21st century. It takes off from the idea...
                    See full summary »",Iara Lee,NA,"['Scott Bakatman', 'John Perry Barlow', 'Robert Ettinger']",['Caipirinha Productions']
1996,"The Secret Agent,",NA,"$7,000,000","London of the late 19th century is a haven for political exiles of all sorts - refugees, partisans, anarchists. Verloc has made his living spying for the Russian government, an agent ...
                    See full summary »",Christopher Hampton,"['Joseph Conrad', 'Christopher Hampton']","['Bob Hoskins', 'Patricia Arquette', 'Gérard Depardieu']","['Twentieth Century Fox Film Corporation', 'Capitol Films', 'World Film Music Limited']"
1996,Secrets & Lies,"$13,417,292","$4,500,000","A successful black woman discovers that her birth mother is a lower-class white woman, but the woman denies it. As emotions run high, everyone's secrets are exposed.",Mike Leigh,['Mike Leigh'],"['Timothy Spall', 'Brenda Blethyn', 'Phyllis Logan']","['Channel Four Films', 'CiBy 2000', 'Thin Man Films']"
1996,That Thing You Do!,"ITL 187,396,000","$26,000,000","A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager.",Tom Hanks,['Tom Hanks'],"['Tom Hanks', 'Liv Tyler', 'Charlize Theron']","['Clavius Base', 'Clinica Estetico', 'Twentieth Century Fox Film Corporation']"
1996,To Gillian on Her 37th Birthday,"$4,137,645",NA,"David Lewis is affected by the death of his wife Gillian, who fell from the mast pole of their boat on a sailing trip two years ago. David deals with his grief by continuing his romance ...
                    See full summary »",Michael Pressman,"['Michael Brady', 'David E. Kelley']","['Peter Gallagher', 'Michelle Pfeiffer', 'Claire Danes']","['Rastar Pictures', 'Triumph Films']"
1996,Surviving Picasso,"ESP 25,932,481","$16,000,000","The passionate Merchant-Ivory drama tells the story of Francoise Gilot, the only lover of Pablo Picasso who was strong enough to withstand his ferocious cruelty and move on with her life.",James Ivory,"['Arianna Huffington', 'Ruth Prawer Jhabvala']","['Anthony Hopkins', 'Natascha McElhone', 'Julianne Moore']","['Merchant Ivory Productions', 'David L. Wolper Productions']"
1996,Love Is All There Is,"$32,925",NA,Romeo & Juliet gets transplanted to the Bronx.,Joseph Bologna,"['Gabriel Bologna', 'Joseph Bologna']","['Lainie Kazan', 'Joseph Bologna', 'Barbara Carrera']",['Cinema 7']
1996,Beautiful Thing,"$1,500,000",NA,"In a suburb of London, young Jamie is escaping sport hours, to avoid being the victim of his comrades. Young Ste, his neighbor, is beaten by his father, and comes to sleep overnight. They discover new feelings, sleeping in the same bed.",Hettie Macdonald,"['Jonathan Harvey', 'Jonathan Harvey']","['Glen Berry', 'Linda Henry', 'Meera Syal']","['Channel Four Films', 'World Productions']"
1996,"The Long Kiss Goodnight,","£4,543,100","$65,000,000",A woman suffering from amnesia begins to recover her memories after trouble from her past finds her again.,Renny Harlin,['Shane Black'],"['Geena Davis', 'Samuel L. Jackson', 'Yvonne Zima']","['Forge', 'New Line Cinema']"
1996,"The Ghost and the Darkness,","$38,553,833","$55,000,000",A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.,Stephen Hopkins,['William Goldman'],"['Michael Douglas', 'Val Kilmer', 'Tom Wilkinson']","['Constellation Entertainment', 'Douglas/Reuther Productions']"
1996,Looking for Richard,"ITL 408,961,000",NA,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",Al Pacino,"['William Shakespeare', 'Al Pacino']","['Al Pacino', 'Alec Baldwin', 'Kevin Spacey']","['Chal Productions', 'Jam Productions', 'Twentieth Century Fox Film Corporation']"
1996,Trees Lounge,"$695,229","$1,300,000","Tommy is an unemployed mechanic who spends most of his time in a bar (Trees Lounge) in a small blue collar town. He seems to always be thinking, ""If only X then I could stop drinking"".",Steve Buscemi,['Steve Buscemi'],"['Steve Buscemi', 'Carol Kane', 'Mark Boone Junior']","['Addis Wechsler Pictures', 'Live Entertainment', 'Muse Productions']"
1996,"The Proprietor,",NA,NA,"An expatriated French novelist (Jeanne Moreau) returns to Paris when she learns that her childhood home is being placed on the auction block. What she doesn't count on is that she has to ...
                    See full summary »",Ismail Merchant,"['Jean-Marie Besset', 'George W.S. Trow']","['Jeanne Moreau', 'Sean Young', 'Sam Waterston']","['Merchant Ivory Productions', 'Ognon Pictures', 'Fez Production Filmcilik']"
1996,Normal Life,NA,NA,"Chris is young idealistic cop who falls in love and gets married to Pam, a beautiful but emotionally unstable woman who suffers from alcoholism and drug addiction. While Chris is trying ...
                    See full summary »",John McNaughton,"['Peg Haller', 'Bob Schneider']","['Ashley Judd', 'Luke Perry', 'Bruce A. Young']","['Fine Line Features', 'New Line Cinema', 'Normal Life Productions']"
1996,Get on the Bus,"$5,731,103","$2,400,000","A disparate group of African-American men travel by bus to Washington, DC for the Million Man March.",Spike Lee,['Reggie Rock Bythewood'],"['Ossie Davis', 'Charles S. Dutton', 'Andre Braugher']","['Columbia Pictures', '15 Black Men', '40 Acres & A Mule Filmworks']"
1997,Shadow Conspiracy,"$2,154,540","$45,000,000","Bobby Bishop (Sheen) is a special assistant to the President of the United States. Accidentally, he meets his friend professor Pochenko on the street. Pochenko has time to tell Bishop about...
                    See full summary »",George P. Cosmatos,"['Adi Hasak', 'Ric Gibbs']","['Charlie Sheen', 'Donald Sutherland', 'Linda Hamilton']","['Cinergi Pictures Entertainment', 'Hollywood Pictures']"
1996,Jude,"$405,144","$7,000,000",A stonemason steadfastly pursues a cousin he loves. However their love is troubled as he is married to a woman who tricked him into marriage and she is married to a man she does not love.,Michael Winterbottom,"['Hossein Amini', 'Thomas Hardy']","['Christopher Eccleston', 'Kate Winslet', 'Liam Cunningham']","['British Broadcasting Corporation (BBC)', 'PolyGram Filmed Entertainment', 'Revolution Films']"
1996,Everyone Says I Love You,"$9,714,482","$20,000,000",A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.,Woody Allen,['Woody Allen'],"['Woody Allen', 'Goldie Hawn', 'Julia Roberts']","['Miramax', 'Buena Vista Pictures', 'Magnolia Productions']"
1996,Bitter Sugar (Azucar Amargo),NA,NA,NA,NA,NA,NA,NA
1996,William Shakespeare's Romeo and Juliet,"ITL 3,795,630,000","$14,500,000",Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,Baz Luhrmann,"['William Shakespeare', 'Craig Pearce']","['Leonardo DiCaprio', 'Claire Danes', 'John Leguizamo']","['Bazmark Films', 'Twentieth Century Fox Film Corporation']"
1996,Swingers,"$4,505,922","$200,000",Wannabe actors become regulars in the stylish neo-lounge scene; Trent teaches his friend Mike the unwritten rules of the scene.,Doug Liman,['Jon Favreau'],"['Vince Vaughn', 'Heather Graham', 'Jon Favreau']","['Doug Liman Productions', 'Independent Pictures (II)', 'The Alfred Shay Company Inc.']"
1996,Sleepers,"$53,300,852","$44,000,000","After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized; over 10 years later, they get their chance for revenge.",Barry Levinson,"['Lorenzo Carcaterra', 'Barry Levinson']","['Robert De Niro', 'Kevin Bacon', 'Brad Pitt']","['Astoria Films', 'Baltimore Pictures', 'Polygram Filmed Entertainment']"
1996,"The Sunchaser,",$21,NA,"Michael Reynolds is a rich oncologist who has a $175,000 sports car, a multi-million dollar home, and a new boost in his career. Brandon 'Blue' Monroe is a dying patient who kidnaps ...
                    See full summary »",Michael Cimino,['Charles Leavitt'],"['Woody Harrelson', 'Jon Seda', 'Anne Bancroft']","['Appledown Films Inc.', 'Joseph S. Vecchio Entertainment', 'Monarchy Enterprises B.V.']"
1996,Johns,"$50,789",NA,"It's the day before Christmas, the day before John's 21st birthday. He's a prostitute on Santa Monica Blvd in L.A., and he wants to spend that night and the next day at the posh Park Plaza ...
                    See full summary »",Scott Silver,['Scott Silver'],"['David Arquette', 'Lukas Haas', 'Tony Epper']",['Bandeira Entertainment']
